"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","dSlJg","znYl0","dSlJg 2","znYl0 2","fontBodySmall","fontBodySmall 2","kyuRq"
"https://lh3.googleusercontent.com/a-/ALV-UjWarwdCDyVG3TJfe_TGnh3f5dsPC24B26vgBz-7Drmo-qauK6eD=w72-h72-p-rp-mo-ba4-br100","Andini Okka W.","Local Guide · 77 reviews · 253 photos","","","a year ago","Used to be in F building for 3.5 years, ❤","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXoQwwYLlYWdToBLChvUGFJ0zPcvTby4tw86dOghTU-NO2Tjpbeog=w72-h72-p-rp-mo-ba8-br100","Glenn Main-Main","Local Guide · 1,685 reviews · 3,202 photos","","","8 years ago","Awesome Christian University that located in Salatiga. Many people from the outside of Salatiga (outside of Java, too) that attends this university because it is well known.","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW3fX3KkItvcvmyheUdETV0mXGydP1tmQ1gAdzYOmAPB7u7XnS7=w72-h72-p-rp-mo-ba3-br100","Teofilus Robert","Local Guide · 41 reviews","","","6 years ago","Peaceful place for study and getting creative ideas. It's too much peaceful, here! really! It's hard to move on from this place. :P","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXjafQ_wuq7nxbwagx5p6U1554dtvLlXZF5FRwei8sTFI2w8q4=w72-h72-p-rp-mo-ba4-br100","Alex Henry","Local Guide · 82 reviews · 165 photos","","","2 years ago","Every time to came here always be a part of choir or vocal group participant. Thanks for hospitality.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUGg9UIfbvwBTKpakMCbtmBQY1wrny32j6nfkjMqrlO0J2w6dXaQg=w72-h72-p-rp-mo-br100","Evan Andhika","3 reviews","","","6 months ago","WIFI LAG PARAHHH","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWhFdImtj6vW8n38ECJbDYSawmLPI2a0RMKrW26sibC2XHd-go=w72-h72-p-rp-mo-ba5-br100","Kaleb Iskandar","Local Guide · 103 reviews · 430 photos","","","8 years ago","Main hall of Satya Wacana Christian University where many ceremony, training, seminar, and other agenda.","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXgSxo9A2oX_0onkd1rLEosDfX9zv17_6uas4jFUwNZ-zApkQQo=w72-h72-p-rp-mo-br100","caje dos","6 reviews","","","9 years ago","Can someone please tell me about this school's programs to teach the Indonesia language to foreign English speakers?
Thank you
Pat","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVp1QZ9xSysT0y0iiAI5WYC6Td1-d0JK2Aa0f0vB9lxCW0dF2x7zw=w72-h72-p-rp-mo-ba5-br100","Anton Wahyu Poernomo","Local Guide · 183 reviews · 659 photos","","","3 years ago","A lot of memories here","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVUq6OSiTopRsXMduNjtJom0XovFZNxOb57IRn06oxcSH9Uzp5-=w72-h72-p-rp-mo-ba4-br100","Slamet Haryono","Local Guide · 52 reviews · 28 photos","","","2 years ago","Green Campus, Warm and friendly academic atmosphere","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX8K8uQ0PkzVjXEcPlA1BNcyls5zgDNrDQardlraQ_Z_eu_EHxi=w72-h72-p-rp-mo-br100","Christian Mola Mira Kaho","7 reviews · 7 photos","","","2 years ago","Confy cafetaria with diverse room for smooker","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXC0Z65wU1SPxknuBXGZ8krL8gERRjV83OcYsoxTeg7jHoEAfx9=w72-h72-p-rp-mo-br100","Rika Damayanti","2 reviews · 3 photos","","","5 years ago","Excellent University. I will recommend the Satya Wacana Christian University to everyone..","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnpiHMXjIgCt-9aM00vqsCJQHadiU-CYdmkc8F2kzP5Wm5RMpO=w72-h72-p-rp-mo-ba5-br100","Ahmed Elngar","Local Guide · 121 reviews · 608 photos","","","3 years ago","Fantastic place, nice people, comfy and unique.","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUQnK2xJvuEqReJDvxmsCnqVQGvWkY3vlD6Xl2eVAX9ip1gad8=w72-h72-p-rp-mo-ba5-br100","Kitri Widaretna","Local Guide · 272 reviews · 1,347 photos","","","6 years ago","How love this campus ❤❤","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXHg-GWR86epDb_IPKiIFhW17XhNnQxte1d2DzBEHFMTil2reY=w72-h72-p-rp-mo-ba4-br100","tantri tan","Local Guide · 42 reviews · 6 photos","","","4 years ago","Green campus, known as the mini Indonesian campus, tolerance campus","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJsHyKvnJ8A3-jrmjdIt5tbjdHLnvw4KwmNNyTBQT_E-yatiQ=w72-h72-p-rp-mo-br100","David Kakendage","1 review","","","10 years ago","We are one...because we are Indonesia Mini,campus with multiculture students","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV4Sf6GBk0wo1MdvgG9lM1G0JSMMJTCCphLfgNsY-asNaqVQG_5=w72-h72-p-rp-mo-ba6-br100","Nikodemus Gunawan","Local Guide · 107 reviews · 26 photos","","","7 years ago","this is where my older sister and my older brother went to college in the late 1980s but my sister did not finish the college while my brother did","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU_f7fsHkEI-aLdso3iSv3MbWxsaFyuqhoprqxYTlH2UFbZIINk=w72-h72-p-rp-mo-br100","Bayu Dedy","20 reviews · 2 photos","","","6 years ago","Use for importants things, there's a lot of moments happens in this place😀😁😂😃😙😪😫😴😠😡🖑👏👐🎓🎓🎓🎓🎓🎓 …","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSON8Fds6yu7DGpeut7GPBI51KzgI0iyx-REL72eLoaoag6Rk-=w72-h72-p-rp-mo-ba4-br100","Huspi Anwar","Local Guide · 66 reviews · 180 photos","","","3 years ago","It was great","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnvru2ETukZ1QyZxX74Nfjk5XbY_ljQBiXj_elcH1egVLW2LAI=w72-h72-p-rp-mo-ba4-br100","Andra Wahyuda","Local Guide · 54 reviews · 59 photos","","","9 months ago","Ok","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI_fD9GHz9eq_u3rrADjFDTEjy9G0yI1SuXpqOVAtqNIW_-1A=w72-h72-p-rp-mo-ba3-br100","Theodora Christy","Local Guide · 16 reviews","","","2 years ago","The place where I grow personally and professionally.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocICTvL12De4NKPiMPRDWfeKoFgS7P5RfEztlRTtGs67orJvaoKY=w72-h72-p-rp-mo-ba4-br100","Wjrj","Local Guide · 81 reviews · 60 photos","","","7 years ago","Good university , clean air , green area","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLZqWJTtmLcoSxVT1CL8VM6Ap3XZoW0VpeUOlpGjBH7_2_nHg=w72-h72-p-rp-mo-br100","christian syalomita lomboan","1 review","","","9 years ago","very good university & the best.....","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI026Mig0CO0tSAdgJB1I8BNAPajc7ozhpWSkSPTjSJjjoDxw=w72-h72-p-rp-mo-ba4-br100","Handoko Kwan","Local Guide · 104 reviews · 5 photos","","","2 years ago","Electronic and Computer Engineering is the best","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWcDOpAE_iWHrvzA0VfLV5uUm7bKskCrIKR7y8OXpP6JZZDwjE=w72-h72-p-rp-mo-ba5-br100","Andro Ginting","Local Guide · 392 reviews · 50 photos","","","7 years ago","So many pastor has graduated from here.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW1ZX5aSoJJu5HQMcSeKnfbp4bOi-2AYDn6jSFn4uxElM4mtPwv=w72-h72-p-rp-mo-br100","Regina Veronika","5 reviews · 4 photos","","","3 years ago","Good place, good edu, good people ♥️","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU-TRc0eOdrGR9XWhF6M_zsYWH0_ks0wgxCWZyF9uuBX8ItTNps=w72-h72-p-rp-mo-br100","Gloria Vegha Wenno","1 review","","","7 years ago","one of the best college in Indonesia","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUGfBdq9odcmoZxF1BueRgFqfwdRK6sbN4d6GsI5k3ryaU4usxzrQ=w72-h72-p-rp-mo-ba3-br100","Hans Gracias Anderson","Local Guide · 27 reviews · 23 photos","","","6 years ago","Great memories in here even for a while","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9O9NI57XOxmi39jL70jtf9G7lW279fZ5bxKpMbrqBksSBA5uN=w72-h72-p-rp-mo-ba4-br100","Shy Cracker","Local Guide · 46 reviews · 7 photos","","","7 years ago","Basically UKSW Hall to held events","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWw2jcxUhOf3Nnf9p4iC1MMgJhUsdwmWt7K5Kfwpe6FRjmh3ko=w72-h72-p-rp-mo-ba3-br100","prakosa dwi","Local Guide · 2 reviews · 11 photos","","","a year ago","Good","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIUPhMv4cgzt1kZ7_vcY2R9TgAZ2g7P2dqgoVKgUtS_n6_F=w72-h72-p-rp-mo-br100","Hary Purbaya","1 review · 8 photos","","","5 years ago","No racism","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWCVXkjAg5mbJVwNlrVOtfBUWi37MLw1EeFvCg_m75_3-mohe4M=w72-h72-p-rp-mo-ba4-br100","Arya Adikristya","Local Guide · 131 reviews · 182 photos","","","8 years ago","I am its student batch 2013.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJiBBZa-3s8lcGneCAdsfd4bOl5arMq0l3pOTRBeeL-Em7zGg=w72-h72-p-rp-mo-br100","Tri nurnani","3 reviews","","","5 years ago","My campus long a time a go....👍👍👍👍 …","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWQ1X9P14NrS1zY8jzHa9WZAOUcAOJrG-0O21JrMiiG-CJpTWA=w72-h72-p-rp-mo-br100","andrew johan","2 reviews · 1 photo","","","a year ago","Excellent","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVwhMnG5RqHr5gbPZ5hiUpBeqP0BNdD4Y1Qe7uw-uFIxUUBInHL=w72-h72-p-rp-mo-ba5-br100","Salmon Pandarangga","Local Guide · 155 reviews · 392 photos","","","6 years ago","Green campus","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU6ClYGb8uBKvJLPB0jBVNRBQ-IXh8g-xijiFgc6Jb0wxyO2Lk=w72-h72-p-rp-mo-br100","Teofilus Robert","1 review","","","11 years ago","Its my bridge to get the world.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSbJ5PlL2bhEqlm9ZAGisWsoR1kUVn-83JiINwqPKFh_B4rHY=w72-h72-p-rp-mo-br100","Dessy Rahma","4 reviews · 23 photos","","","4 years ago","Love my campus","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUfDt5vMn-NcTLta2BlhgESAE_A50vyOLy3sLgZRq_EaFKMGm4=w72-h72-p-rp-mo-ba5-br100","Djohan Michael","Local Guide · 113 reviews · 1,190 photos","","","2 years ago","My old study place","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUdtkhZhfEwukDtffEeV2zXv-S1Kzf0xsr3ifYRA3oeKzkIcGE=w72-h72-p-rp-mo-br100","Rinaldy Manantuada","1 review","","","7 years ago","I love football UKSW","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUwxPXYwXxtauwsy4d4QQHAkWRqzHix0ji2JVCTkfYFXbPC_wo=w72-h72-p-rp-mo-br100","Zheen Noer","1 review","","","9 years ago","My campus","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLj1AMPS2rcbAdEzbHLe58agOnBSfuQbL4Isd2ZYNhVUAShaw=w72-h72-p-rp-mo-ba3-br100","Yuni Widhiastuti","Local Guide · 37 reviews · 3 photos","","","6 years ago","My campus my baes~~","","","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIJs-CBXTLY9e83sLvqS6twX14cmBNTxeo0ehLHj_wULpJauQ=w72-h72-p-rp-mo-br100","Hartini Gmom","2 reviews · 2 photos","","","4 years ago","Love 💕💕💕 …","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKOVbd9OyOD3Cmeso85TRNsNqQtMJ0sG5vo1i-_zWVVQD_aMg=w72-h72-p-rp-mo-br100","jendela salatiga","4 reviews · 3 photos","","","2 years ago","Ok","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU4ztQrMb7NJ_mGXbXrF2Dns5EGEJDEpq3T7nDdxJ4XdOIbKUt7=w72-h72-p-rp-mo-ba2-br100","Yeremia Vinkoo","Local Guide · 11 reviews · 12 photos","","","8 years ago","I studied in this University from 1992-1998","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWn6sqzn8eQC4RZCFOvA5adWPykA7ZLbc4fgN0jfQXirZCosrSd9A=w72-h72-p-rp-mo-ba3-br100","Allan Budhianto","Local Guide · 55 reviews · 28 photos","","","7 years ago","Good University to study.","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVqUqOYWM8nTfmL2q5Cfr4ccdVt4MqoWrGMnYTKtnGaeQpPBnj7=w72-h72-p-rp-mo-ba4-br100","Dhani Brahmantoro","Local Guide · 171 reviews · 214 photos","","","2 years ago","Climb it","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXw_DZJpUuJn82z3bEQNyYY2ljjjfAHri-CFgZyEnEcWqWbpzpJ=w72-h72-p-rp-mo-ba2-br100","yolanda vera","Local Guide · 6 reviews · 5 photos","","","11 years ago","Work and college indeed","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJjPhrw-d8wN8JNuAgrPWpTMwlVmIYOFnnyHRSi3BxaEyV8zw=w72-h72-p-rp-mo-br100","sudarto to","2 reviews","","","9 years ago","Such a great place","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXGcLxleyPMSc5w4MuHK40IC8FGL02qlzyoYRuf6IIXAARqn5io=w72-h72-p-rp-mo-ba5-br100","Franciska Desti","Local Guide · 324 reviews · 136 photos","","","7 years ago","nice place to study","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXDEoS66RAqCiUVUbQjmcWE0OX6iiUmtij-9zrwju2siqijpSxm=w72-h72-p-rp-mo-ba3-br100","Must Buddy","Local Guide · 27 reviews · 10 photos","","","8 years ago","I love swcu","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIRjm_FkdSzV62mufjMHRJ7EDXKaZYaZMvmijvB6kYFH-mUtQ=w72-h72-p-rp-mo-ba3-br100","Ikhasan St","Local Guide · 2 reviews · 34 photos","","","a year ago","Sip","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI54oQt8RMGl76U_r8_WI6QcwUaENAeSof18btMJKA6Bvlhdvmd=w72-h72-p-rp-mo-br100","Caecilia RiangHepat","1 review","","","2 years ago","Good","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUo1cbwIdNdCpIMJ2TWK22dSIKbZm9VQJ5S1uohYb9kUbSNocRy=w72-h72-p-rp-mo-ba5-br100","Niar Talise","Local Guide · 271 reviews · 79 photos","","","9 years ago","Indonesia in one place..","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLtFTH9gdsYIR3gRbRmWbRWmqFe8_sbwtZT_jZ7HrZsKRCUUBo=w72-h72-p-rp-mo-br100","El San","1 review","","","11 years ago","the best","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI9TrT_ouMhgEm1DOyExYFFl6s9i1dGQTPn7zXrD3KaWJhpNg=w72-h72-p-rp-mo-ba2-br100","tupo 20point","Local Guide · 9 reviews · 14 photos","","","6 years ago","josh orderanya ojolnya","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXS4kCWV0Gl3un4KzitlVJyLCsTCCnaQfhwdgpPLcaNpg4cWvypTg=w72-h72-p-rp-mo-ba2-br100","Frisaldy Salama","Local Guide · 5 reviews · 22 photos","","","9 years ago","My new campus 😁 …","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL8tYa-I3Vtf-pTLZHvRMfZC9zngCyVZpf7KXXUqaCqbURiSUA=w72-h72-p-rp-mo-br100","Teguh Wahyono","2 reviews","","","9 years ago","Very Loved it!","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXVSfP8M4eaY9yCTiFEJsyryMIOjf2vSg7ZTrKuy1BKN24KdGQK=w72-h72-p-rp-mo-ba5-br100","Yudho Dhiarso","Local Guide · 159 reviews · 37 photos","","","5 years ago","Ok","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVNC8du7h1GFSbIciLiK_DYyGA4D4t8wxXtlXOPN6R_H_bRYTxCEw=w72-h72-p-rp-mo-ba3-br100","NITHIN XAVIER","Local Guide · 49 reviews · 36 photos","","","7 years ago","Just got a friend from here..","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXYq-nWogDWBvLOtXV9BZv2vyousUCa12eaIYNU5GTgbgKFJ1Sb=w72-h72-p-rp-mo-br100","fafa nono","1 review","","","8 years ago","so amazing..","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJaUqxFNdrR9oURiwrRh6XZW1q3gBOCwspL0xMU1uQsvtD1OQ=w72-h72-p-rp-mo-ba7-br100","Debora Yunita","Local Guide · 490 reviews · 6,524 photos","","","5 years ago","Good quality","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIlo0JMDZNgKtOYUQdRnWJW3kqv-Kk3UaQJOoGBqlCp-xITSQ=w72-h72-p-rp-mo-br100","Matthew Clarence","3 reviews","","","2 years ago","Great University !!","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW2-1XwaFphK6tDxG2vPxFX4h6Quq2NAvGYkKWAGNbs9AXXXOcO=w72-h72-p-rp-mo-ba5-br100","Purwanti Asih Anna Levi","Local Guide · 349 reviews · 10 photos","","","6 years ago","Indonesia mini :)","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVq4CxGpcOh40MT293X4xaxR9gWlomYgsdBXAttLLYXQaIv_Mi0pQ=w72-h72-p-rp-mo-br100","Margaretha Salatnaya","3 reviews","","","10 years ago","Cm","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWz3HC_lMcrO4jyUVo9yLCh5D4awvm_Yjk9VOa0H_-S-98plHg=w72-h72-p-rp-mo-br100","Rose Patria","6 reviews · 6 photos","","","5 years ago","Nice place","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUr717TWcfLItfCN0Gt3Wv41b3r_LeqttcJIqoaqIgxCQD_I5YPRA=w72-h72-p-rp-mo-ba2-br100","Rifqi Aziz","Local Guide · 14 reviews · 3 photos","","","8 years ago","Recommended","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUjzbki6ga7TY5rJpFh2Ywm3fDQZl-yWPjLOD9a4Koj52v7vOjt=w72-h72-p-rp-mo-br100","Dian Ari Nugroho","1 review · 2 photos","","","8 years ago","Most of the most","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWaISH6yG90Fv4Hc-ebDHz8n_izy6p3DvZUgQt1l6W70Q8oWNI=w72-h72-p-rp-mo-br100","anima channel","10 reviews","","","4 years ago","good","","Like","","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUnM3hT1h6Y8fH2BAXn6kHh7CNLGz4cUCEiBYo07ewJk7iB7NTi=w72-h72-p-rp-mo-ba3-br100","Rian Dwiky","Local Guide · 43 reviews · 7 photos","","","8 years ago","Mini Indonesia","","Like","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWs2WFOf3L_3nYovjlMjI3M5sIFU84KvF1jrgW8yMfVjc4CKSnQiw=w72-h72-p-rp-mo-ba4-br100","Earthen Krisdian Setya","Local Guide · 81 reviews · 282 photos","","","a year ago","Location: The location is very strategic, located on Jl Diponegoro Salatiga. Very easy to search. Many vehicles pass by in front of this campus …","","","","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVvTse-DoZswkFEvrQq3nowdHdxh1VS-QD2A_3ZmT4w84qHfb8itg=w72-h72-p-rp-mo-br100","Michael San","12 reviews · 2 photos","","","2 weeks ago","UKSW Salatiga is one of the best private universities at the regional level in Central Java ♥️🔥 plus a cool, fresh, beautiful view 🤩🫰 …","","Like","","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjX8TcJDF_POafschPVRQV-PMMtnP0jfy8L5EwtL1HvJSmf4arlD=w72-h72-p-rp-mo-br100","Febe Gracela","6 reviews · 2 photos","","","2 months ago","The DKV department on this campus is disturbing! Suddenly I was able to CHANGE THE CURRICULUM in my sister's final year of college and several credits that had already been taken were DELETED, they had to be replaced with new subjects in …","","","","Share","Translated by Google","・","See original (Indonesian)"
